# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   14       1.138912038345e-10       2.928170398100e-16       1.233415179500e-13       0.000000000000e+00       5.877534480448e-10       5.516738350623e-11      -3.768464440925e-14 
   15       1.150458612284e-10       3.189695746974e-16       1.318904651858e-13       0.000000000000e+00       5.261510347078e-10       4.973532662663e-11      -3.269488174026e-14 
   16       1.163519150644e-10       3.599474446875e-16       1.405976492523e-13       0.000000000000e+00       4.737116077224e-10       4.511646722758e-11      -2.172514958326e-14 
   17       1.177999639086e-10       4.213235536691e-16       1.494997634801e-13       0.000000000000e+00       4.286744996648e-10       4.113051777121e-11      -1.052253874331e-14 
   18       1.193136433082e-10       5.043655524993e-16       1.588120226051e-13       0.000000000000e+00       3.895444354477e-10       3.762198564844e-11      -3.142550454198e-15 
   19       1.209145750729e-10       6.080449844954e-16       1.687219209578e-13       0.000000000000e+00       3.557017921462e-10       3.455141758356e-11      -6.319427643826e-16 
   20       1.226049580335e-10       7.302681037614e-16       1.793254064821e-13       0.000000000000e+00       3.258662639696e-10       3.182826481358e-11      -2.669544885977e-15 
   21       1.243781501648e-10       8.709560444546e-16       1.903902080645e-13       0.000000000000e+00       2.995758128851e-10       2.943377679742e-11      -7.402652522728e-15 
   22       1.261952249626e-10       1.030350500976e-15       2.014957757358e-13       0.000000000000e+00       2.762044362002e-10       2.732633638776e-11      -1.216635866639e-14 
   23       1.280679674126e-10       1.208187232962e-15       2.122523915880e-13       0.000000000000e+00       2.554443307786e-10       2.544315847647e-11      -1.550594258298e-14 
   24       1.300006588722e-10       1.404170109639e-15       2.222597461781e-13       0.000000000000e+00       2.368264673126e-10       2.369721044260e-11      -1.647704184827e-14 
   25       1.319844186932e-10       1.619868949908e-15       2.312999398327e-13       0.000000000000e+00       2.201019525818e-10       2.209281486871e-11      -1.539335428067e-14 
   26       1.339937051154e-10       1.857516332637e-15       2.392415442125e-13       0.000000000000e+00       2.049470485057e-10       2.064777019691e-11      -1.310967391779e-14 
   27       1.360374445168e-10       2.118852986505e-15       2.461138204355e-13       0.000000000000e+00       1.912855126197e-10       1.935628632677e-11      -1.038376299872e-14 
   28       1.381201458719e-10       2.405551026335e-15       2.520393147548e-13       0.000000000000e+00       1.789541299054e-10       1.818662883903e-11      -8.121372463916e-15 
   29       1.402325536549e-10       2.719249694257e-15       2.571613631062e-13       0.000000000000e+00       1.676563345691e-10       1.709510835568e-11      -7.208958382398e-15 
   30       1.423803773250e-10       3.061037967807e-15       2.614816675624e-13       0.000000000000e+00       1.573313942435e-10       1.608274447752e-11      -7.526955372135e-15 
   31       1.445632753868e-10       3.431752850308e-15       2.649599779604e-13       0.000000000000e+00       1.479040044800e-10       1.515869822028e-11      -8.533158539366e-15 
   32       1.467721653693e-10       3.832164726932e-15       2.675350807454e-13       0.000000000000e+00       1.392266247762e-10       1.432410783036e-11      -9.611196413037e-15 
   33       1.490122268573e-10       4.263210323844e-15       2.690550759254e-13       0.000000000000e+00       1.312530478828e-10       1.356922143158e-11      -1.046683144212e-14 
   34       1.512860671624e-10       4.725833462075e-15       2.693179760861e-13       0.000000000000e+00       1.239137234165e-10       1.287358147053e-11      -1.086696613425e-14 
   35       1.535901252231e-10       5.220925793594e-15       2.681291437640e-13       0.000000000000e+00       1.171006548254e-10       1.221349395439e-11      -1.061688218255e-14 
   36       1.559269482610e-10       5.749349232193e-15       2.654462272377e-13       0.000000000000e+00       1.107968412313e-10       1.158867338002e-11      -9.848046179363e-15 
   37       1.582955829703e-10       6.311913313712e-15       2.612843445490e-13       0.000000000000e+00       1.049831225858e-10       1.100397168908e-11      -8.833600759568e-15 
   38       1.606872756495e-10       6.909363489434e-15       2.556794261382e-13       0.000000000000e+00       9.959902198669e-11       1.046200287068e-11      -7.918429083296e-15 
   39       1.630903761305e-10       7.542421451529e-15       2.486724265350e-13       0.000000000000e+00       9.456471496554e-11       9.962946601722e-12      -7.429536909509e-15 
   40       1.655090586607e-10       8.211933639087e-15       2.402521815183e-13       0.000000000000e+00       8.986523433099e-11       9.504484355594e-12      -7.358434665411e-15 
   41       1.679496096933e-10       8.918765807482e-15       2.303953384386e-13       0.000000000000e+00       8.548858697557e-11       9.081424562463e-12      -7.578713142678e-15 
   42       1.704148735597e-10       9.663761470316e-15       2.190818697681e-13       0.000000000000e+00       8.140061614381e-11       8.685405982308e-12      -7.929002169962e-15 
   43       1.729054732674e-10       1.044770772060e-14       2.062873586406e-13       0.000000000000e+00       7.755773678096e-11       8.307435515130e-12      -8.249908020242e-15 
   44       1.754248467320e-10       1.127122259872e-14       1.919568673240e-13       0.000000000000e+00       7.395430570588e-11       7.947032058865e-12      -8.514022694705e-15 
   45       1.779751269879e-10       1.213483072715e-14       1.760230017275e-13       0.000000000000e+00       7.058687746681e-11       7.605517619127e-12      -8.732585588507e-15 
   46       1.805553925914e-10       1.303899020900e-14       1.584125350038e-13       0.000000000000e+00       6.743997576966e-11       7.283412175845e-12      -8.919962534381e-15 
   47       1.831613819684e-10       1.398408942492e-14       1.390459647101e-13       0.000000000000e+00       6.448515393641e-11       6.980363223301e-12      -9.093835579599e-15 
   48       1.857877295559e-10       1.497044356869e-14       1.178499923260e-13       0.000000000000e+00       6.168980448995e-11       6.695414880244e-12      -9.272128740605e-15 
   49       1.884360861285e-10       1.599829057298e-14       9.480015493561e-14       0.000000000000e+00       5.904871670066e-11       6.428069330203e-12      -9.462317705489e-15 
   50       1.911087967095e-10       1.706778853180e-14       6.988945004812e-14       0.000000000000e+00       5.655980048787e-11       6.177403530066e-12      -9.669432725673e-15 
   51       1.938064255032e-10       1.817901272432e-14       4.311667360398e-14       0.000000000000e+00       5.421468271309e-11       5.941703936294e-12      -9.899082208210e-15 
   52       1.965275989055e-10       1.933195239843e-14       1.448663644028e-14       0.000000000000e+00       5.199826504287e-11       5.718413369955e-12      -1.015747596099e-14 
   53       1.992704358507e-10       2.052656470638e-14      -1.599465021742e-14       0.000000000000e+00       4.989349813504e-11       5.504879993898e-12      -1.044769082790e-14 
   54       2.020376320251e-10       2.176296019794e-14      -4.833636999405e-14       0.000000000000e+00       4.789816321111e-11       5.300952661242e-12      -1.075728673096e-14 
   55       2.048324094123e-10       2.304125941972e-14      -8.255034477686e-14       0.000000000000e+00       4.601163516338e-11       5.106960335567e-12      -1.106754669497e-14 
   56       2.076569549934e-10       2.436153913650e-14      -1.186463673683e-13       0.000000000000e+00       4.422982555708e-11       4.922949330533e-12      -1.135682443538e-14 
   57       2.105123303118e-10       2.572383151114e-14      -1.566321959630e-13       0.000000000000e+00       4.254495920696e-11       4.748663806458e-12      -1.160041005175e-14 
   58       2.133983810396e-10       2.712812328443e-14      -1.965135486253e-13       0.000000000000e+00       4.094535075386e-11       4.583526266889e-12      -1.177039572115e-14 
   59       2.163143986583e-10       2.857426071816e-14      -2.382932138906e-13       0.000000000000e+00       3.941863907274e-11       4.426810905477e-12      -1.184308676583e-14 
   60       2.192614903387e-10       3.006164050868e-14      -2.819681539223e-13       0.000000000000e+00       3.796287506069e-11       4.278254951854e-12      -1.182354967237e-14 
   61       2.222406005654e-10       3.158944551728e-14      -3.275317176651e-13       0.000000000000e+00       3.657761847045e-11       4.137555081255e-12      -1.172653761703e-14 
   62       2.252517437978e-10       3.315672876318e-14      -3.749744308104e-13       0.000000000000e+00       3.526060243859e-11       4.004174345813e-12      -1.156956532239e-14 
   63       2.282939395305e-10       3.476240940897e-14      -4.242839603111e-13       0.000000000000e+00       3.400762727671e-11       3.877329208436e-12      -1.137303052623e-14 
   64       2.313651473541e-10       3.640526874600e-14      -4.754450788971e-13       0.000000000000e+00       3.281245426267e-11       3.755976576673e-12      -1.116033545026e-14 
   65       2.344632926263e-10       3.808410016838e-14      -5.284406209585e-13       0.000000000000e+00       3.166853823404e-11       3.639088847169e-12      -1.095316892425e-14 
   66       2.375897418188e-10       3.979820502901e-14      -5.832546651944e-13       0.000000000000e+00       3.057489041456e-11       3.526575866182e-12      -1.075591859705e-14 
   67       2.407464492787e-10       4.154699493108e-14      -6.398699645528e-13       0.000000000000e+00       2.953127104360e-11       3.418535623121e-12      -1.056816488420e-14 
   68       2.439348977750e-10       4.332984729319e-14      -6.982670067302e-13       0.000000000000e+00       2.853640638534e-11       3.314978650996e-12      -1.038921537771e-14 
   69       2.471560640660e-10       4.514610564208e-14      -7.584240064165e-13       0.000000000000e+00       2.758793395500e-11       3.215823116528e-12      -1.021809094864e-14 
   70       2.504103844666e-10       4.699507990544e-14      -8.203168975415e-13       0.000000000000e+00       2.668234774509e-11       3.120889910260e-12      -1.005351184964e-14 
   71       2.536977204158e-10       4.887604670470e-14      -8.839193255204e-13       0.000000000000e+00       2.581494345156e-11       3.029897736668e-12      -9.893883817469e-15 
   72       2.570177650148e-10       5.078816974297e-14      -9.492025530103e-13       0.000000000000e+00       2.498103516657e-11       2.942545110436e-12      -9.737816632166e-15 
   73       2.603714294998e-10       5.273024262683e-14      -1.016135173467e-12       0.000000000000e+00       2.417999755213e-11       2.858785477525e-12      -9.585825913198e-15 
   74       2.637596619170e-10       5.470089697846e-14      -1.084683328337e-12       0.000000000000e+00       2.341190418918e-11       2.778596276520e-12      -9.438934389009e-15 
   75       2.671830057811e-10       5.669867646099e-14      -1.154810779110e-12       0.000000000000e+00       2.267629955180e-11       2.701893835644e-12      -9.298166672573e-15 
   76       2.706415757114e-10       5.872203524699e-14      -1.226478897593e-12       0.000000000000e+00       2.197217326235e-11       2.628530447036e-12      -9.164547520485e-15 
   77       2.741350330662e-10       6.076933648695e-14      -1.299646656179e-12       0.000000000000e+00       2.129793434663e-11       2.558291441013e-12      -9.039100092042e-15 
   78       2.776625615789e-10       6.283885077771e-14      -1.374270618120e-12       0.000000000000e+00       2.065138548901e-11       2.490892260348e-12      -8.922844208331e-15 
   79       2.812228429921e-10       6.492875463098e-14      -1.450304927798e-12       0.000000000000e+00       2.002969728752e-11       2.425975534534e-12      -8.816794611315e-15 
   80       2.848146059852e-10       6.703720490161e-14      -1.527702173883e-12       0.000000000000e+00       1.943011486362e-11       2.363198609965e-12      -8.721614250028e-15 
   81       2.884384363402e-10       6.916258032756e-14      -1.606416172863e-12       0.000000000000e+00       1.885227565196e-11       2.302520083110e-12      -8.636508626414e-15 
   82       2.920952381338e-10       7.130327933778e-14      -1.686399653419e-12       0.000000000000e+00       1.829624901883e-11       2.243957920430e-12      -8.560135357800e-15 
   83       2.957856748307e-10       7.345764769518e-14      -1.767603432815e-12       0.000000000000e+00       1.776182766449e-11       2.187502190883e-12      -8.490924091251e-15 
   84       2.995101555359e-10       7.562397837181e-14      -1.849976423326e-12       0.000000000000e+00       1.724851544039e-11       2.133113815311e-12      -8.427068374274e-15 
   85       3.032688212463e-10       7.780051142394e-14      -1.933465638683e-12       0.000000000000e+00       1.675551516645e-11       2.080723315813e-12      -8.366517525515e-15 
   86       3.070615311023e-10       7.998543386723e-14      -2.018016200498e-12       0.000000000000e+00       1.628171644831e-11       2.030229565131e-12      -8.306968505458e-15 
   87       3.108878486393e-10       8.217687955186e-14      -2.103571344709e-12       0.000000000000e+00       1.582568349459e-11       1.981498536025e-12      -8.245857787120e-15 
   88       3.147470280399e-10       8.437292903766e-14      -2.190072428012e-12       0.000000000000e+00       1.538564293414e-11       1.934362050652e-12      -8.180353226756e-15 
   89       3.186383096167e-10       8.657163421010e-14      -2.277459483260e-12       0.000000000000e+00       1.495990836811e-11       1.888660331767e-12      -8.108075283667e-15 
   90       3.225618893503e-10       8.877109682573e-14      -2.365672971484e-12       0.000000000000e+00       1.454825690566e-11       1.844380032031e-12      -8.029408057181e-15 
   91       3.265180768180e-10       9.096940211522e-14      -2.454652317845e-12       0.000000000000e+00       1.415074712088e-11       1.801535653587e-12      -7.945537485119e-15 
   92       3.305069905131e-10       9.316459538174e-14      -2.544335401589e-12       0.000000000000e+00       1.376729597945e-11       1.760127087634e-12      -7.857757025367e-15 
   93       3.345285487292e-10       9.535468224671e-14      -2.634658570709e-12       0.000000000000e+00       1.339767319875e-11       1.720139020015e-12      -7.767470453155e-15 
   94       3.385824604447e-10       9.753762889564e-14      -2.725556656603e-12       0.000000000000e+00       1.304149560797e-11       1.681540336809e-12      -7.676194658326e-15 
   95       3.426682162073e-10       9.971136232385e-14      -2.816962988736e-12       0.000000000000e+00       1.269822150820e-11       1.644283529909e-12      -7.585562442623e-15 
   96       3.467850790178e-10       1.018737705823e-13      -2.908809409299e-12       0.000000000000e+00       1.236714503253e-11       1.608304102616e-12      -7.497325316958e-15 
   97       3.509320752154e-10       1.040227030234e-13      -3.001026287869e-12       0.000000000000e+00       1.204739050616e-11       1.573519975222e-12      -7.413356298696e-15 
   98       3.551079853613e-10       1.061559705468e-13      -3.093542536070e-12       0.000000000000e+00       1.173790680647e-11       1.539830890595e-12      -7.335652708927e-15 
   99       3.593116279562e-10       1.082713947179e-13      -3.186286247187e-12       0.000000000000e+00       1.143770954960e-11       1.507141430896e-12      -7.265851016980e-15 
  100       3.635427761489e-10       1.103669625318e-13      -3.279186686689e-12       0.000000000000e+00       1.114665898257e-11       1.475435072474e-12      -7.203686918361e-15 
  101       3.678013545415e-10       1.124406941290e-13      -3.372172612195e-12       0.000000000000e+00       1.086478230820e-11       1.444709564761e-12      -7.148321321911e-15 
  102       3.720871524445e-10       1.144905967057e-13      -3.465171695624e-12       0.000000000000e+00       1.059203308571e-11       1.414953950606e-12      -7.098805765743e-15 
  103       3.763998183112e-10       1.165146653518e-13      -3.558110545426e-12       0.000000000000e+00       1.032828859480e-11       1.386148258058e-12      -7.054079299929e-15 
  104       3.807388541709e-10       1.185108838896e-13      -3.650914728826e-12       0.000000000000e+00       1.007334719970e-11       1.358263192144e-12      -7.012965369207e-15 
  105       3.851036100633e-10       1.204772257115e-13      -3.743508794053e-12       0.000000000000e+00       9.826925713221e-12       1.331259826653e-12      -6.974168695674e-15 
  106       3.894932784722e-10       1.224116546184e-13      -3.835816292575e-12       0.000000000000e+00       9.588656760801e-12       1.305089295920e-12      -6.936272161489e-15 
  107       3.939068887591e-10       1.243121256576e-13      -3.927759801338e-12       0.000000000000e+00       9.358086144586e-12       1.279692486605e-12      -6.897733691563e-15 
  108       3.983433015975e-10       1.261765859616e-13      -4.019260944997e-12       0.000000000000e+00       9.134670207473e-12       1.254999729476e-12      -6.856883136267e-15 
  109       4.028012034067e-10       1.280029755856e-13      -4.110240418157e-12       0.000000000000e+00       8.917773197169e-12       1.230930491193e-12      -6.811919154122e-15 
  110       4.072793173038e-10       1.297892793020e-13      -4.200618981527e-12       0.000000000000e+00       8.706811339738e-12       1.207412194153e-12      -6.761319877355e-15 
  111       4.117770785871e-10       1.315336877171e-13      -4.290320547606e-12       0.000000000000e+00       8.501711671697e-12       1.184440074733e-12      -6.705141329746e-15 
  112       4.162940356859e-10       1.332344584384e-13      -4.379269533348e-12       0.000000000000e+00       8.302507268670e-12       1.162024444438e-12      -6.643880117315e-15 
  113       4.208296379702e-10       1.348898682854e-13      -4.467389952982e-12       0.000000000000e+00       8.109194604610e-12       1.140172127768e-12      -6.578075438145e-15 
  114       4.253832323134e-10       1.364982146285e-13      -4.554605449817e-12       0.000000000000e+00       7.921732357725e-12       1.118886341994e-12      -6.508310031741e-15 
  115       4.299540596532e-10       1.380578167285e-13      -4.640839328051e-12       0.000000000000e+00       7.740040216389e-12       1.098166576933e-12      -6.435211128391e-15 
  116       4.345412515541e-10       1.395670170751e-13      -4.726014584577e-12       0.000000000000e+00       7.563997685068e-12       1.078008474715e-12      -6.359451398525e-15 
  117       4.391438267689e-10       1.410241827259e-13      -4.810053940788e-12       0.000000000000e+00       7.393442890235e-12       1.058403709561e-12      -6.281749902076e-15 
  118       4.437606878007e-10       1.424277066456e-13      -4.892879874389e-12       0.000000000000e+00       7.228171386291e-12       1.039339867555e-12      -6.202873037841e-15 
  119       4.483906174644e-10       1.437760090450e-13      -4.974414651198e-12       0.000000000000e+00       7.067934961482e-12       1.020800326414e-12      -6.123635492840e-15 
  120       4.530322754488e-10       1.450675387196e-13      -5.054580356959e-12       0.000000000000e+00       6.912440443822e-12       1.002764135264e-12      -6.044901191674e-15 
  121       4.576841948784e-10       1.463007743890e-13      -5.133298929143e-12       0.000000000000e+00       6.761348507008e-12       9.852058944116e-13      -5.967584245890e-15 
  122       4.623447788752e-10       1.474742260358e-13      -5.210492188759e-12       0.000000000000e+00       6.614272476343e-12       9.680956351166e-13      -5.892649903335e-15 
  123       4.670124780730e-10       1.485864843196e-13      -5.286082692233e-12       0.000000000000e+00       6.470862190931e-12       9.514054970656e-13      -5.820909086176e-15 
  124       4.716863535761e-10       1.496363723960e-13      -5.359996330101e-12       0.000000000000e+00       6.331069042680e-12       9.351308854997e-13      -5.752373255954e-15 
  125       4.763655724961e-10       1.506228141436e-13      -5.432160088192e-12       0.000000000000e+00       6.194909276920e-12       9.192715293976e-13      -5.686826878239e-15 
  126       4.810492307981e-10       1.515447893505e-13      -5.502501292161e-12       0.000000000000e+00       6.062381143846e-12       9.038248354201e-13      -5.624026527964e-15 
  127       4.857363512865e-10       1.524013354314e-13      -5.570947645749e-12       0.000000000000e+00       5.933464373648e-12       8.887858211667e-13      -5.563700214778e-15 
  128       4.904258815901e-10       1.531915491453e-13      -5.637427269038e-12       0.000000000000e+00       5.808119651636e-12       8.741470484306e-13      -5.505546708398e-15 
  129       4.951166921480e-10       1.539145883118e-13      -5.701868736716e-12       0.000000000000e+00       5.686288093363e-12       8.598985564554e-13      -5.449234863963e-15 
  130       4.998075741949e-10       1.545696735294e-13      -5.764201116333e-12       0.000000000000e+00       5.567890719760e-12       8.460277951904e-13      -5.394402947386e-15 
  131       5.044972377468e-10       1.551560898920e-13      -5.824354006560e-12       0.000000000000e+00       5.452827932253e-12       8.325195585473e-13      -5.340657960706e-15 
  132       5.091843095864e-10       1.556731887063e-13      -5.882257575449e-12       0.000000000000e+00       5.340978987899e-12       8.193559176554e-13      -5.287574967441e-15 
  133       5.138673312484e-10       1.561203892092e-13      -5.937842598691e-12       0.000000000000e+00       5.232201474504e-12       8.065161541177e-13      -5.234696417940e-15 
  134       5.185447570056e-10       1.564971802848e-13      -5.991040497879e-12       0.000000000000e+00       5.126330785758e-12       7.939766932673e-13      -5.181531474739e-15 
  135       5.232149518539e-10       1.568031221819e-13      -6.041783378761e-12       0.000000000000e+00       5.023179596355e-12       7.817110374227e-13      -5.127555337906e-15 
  136       5.278761894980e-10       1.570378482308e-13      -6.090004069503e-12       0.000000000000e+00       4.922537337123e-12       7.696896991440e-13      -5.072208570404e-15 
  137       5.325267978284e-10       1.572010913108e-13      -6.135636857122e-12       0.000000000000e+00       4.824215111630e-12       7.578864131872e-13      -5.015014529869e-15 
  138       5.371656166074e-10       1.572927627065e-13      -6.178619701800e-12       0.000000000000e+00       4.728186802788e-12       7.462976391323e-13      -4.955946806728e-15 
  139       5.417915835447e-10       1.573128847052e-13      -6.218892325309e-12       0.000000000000e+00       4.634461640635e-12       7.349249597165e-13      -4.895098706123e-15 
  140       5.464035899877e-10       1.572615684365e-13      -6.256395575697e-12       0.000000000000e+00       4.543039836752e-12       7.237689565712e-13      -4.832568627354e-15 
  141       5.510004798426e-10       1.571390157459e-13      -6.291071469976e-12       0.000000000000e+00       4.453912347808e-12       7.128291833298e-13      -4.768460138877e-15 
  142       5.555810484966e-10       1.569455210699e-13      -6.322863236811e-12       0.000000000000e+00       4.367060639118e-12       7.021041387359e-13      -4.702882053302e-15 
  143       5.601440417391e-10       1.566814733100e-13      -6.351715359212e-12       0.000000000000e+00       4.282456448192e-12       6.915912397511e-13      -4.635948502385e-15 
  144       5.646881546836e-10       1.563473577067e-13      -6.377573617226e-12       0.000000000000e+00       4.200061548289e-12       6.812867946635e-13      -4.567779012029e-15 
  145       5.692120306896e-10       1.559437577145e-13      -6.400385130627e-12       0.000000000000e+00       4.119827511968e-12       6.711859761950e-13      -4.498498577279e-15 
  146       5.737142602838e-10       1.554713568755e-13      -6.420098401604e-12       0.000000000000e+00       4.041695474645e-12       6.612827946102e-13      -4.428237737321e-15 
  147       5.781933800822e-10       1.549309406943e-13      -6.436663357454e-12       0.000000000000e+00       3.965595898139e-12       6.515700708236e-13      -4.357132650475e-15 
  148       5.826478717114e-10       1.543233985121e-13      -6.450031393273e-12       0.000000000000e+00       3.891448334228e-12       6.420394095083e-13      -4.285325169193e-15 
  149       5.870761607307e-10       1.536497253808e-13      -6.460155414646e-12       0.000000000000e+00       3.819161188203e-12       6.326811722035e-13      -4.212962915060e-15 
  150       5.914766155535e-10       1.529110239377e-13      -6.466989880335e-12       0.000000000000e+00       3.748631482417e-12       6.234844504229e-13      -4.140199353783e-15 
  151       5.958475463689e-10       1.521085062795e-13      -6.470490844975e-12       0.000000000000e+00       3.679744619838e-12       6.144370387626e-13      -4.067193870195e-15 
  152       6.001872040638e-10       1.512434958369e-13      -6.470616001760e-12       0.000000000000e+00       3.612374147605e-12       6.055254080090e-13      -3.994111843248e-15 
  153       6.044939022700e-10       1.503174046712e-13      -6.467324867074e-12       0.000000000000e+00       3.546408034499e-12       5.967380307136e-13      -3.921104954198e-15 
  154       6.087663985401e-10       1.493316590467e-13      -6.460579263846e-12       0.000000000000e+00       3.481830748967e-12       5.880757622860e-13      -3.848249894044e-15 
  155       6.130035467065e-10       1.482877704825e-13      -6.450342964719e-12       0.000000000000e+00       3.418648393886e-12       5.795423779080e-13      -3.775604076208e-15 
  156       6.172041764912e-10       1.471873614432e-13      -6.436581597205e-12       0.000000000000e+00       3.356862777656e-12       5.711412970418e-13      -3.703224865926e-15 
  157       6.213670930550e-10       1.460321670879e-13      -6.419262687089e-12       0.000000000000e+00       3.296471312780e-12       5.628755736120e-13      -3.631169554572e-15 
  158       6.254910765459e-10       1.448240370194e-13      -6.398355701854e-12       0.000000000000e+00       3.237466914454e-12       5.547478861871e-13      -3.559495333987e-15 
  159       6.295748816483e-10       1.435649370330e-13      -6.373832094083e-12       0.000000000000e+00       3.179837899155e-12       5.467605281621e-13      -3.488259270800e-15 
  160       6.336172371314e-10       1.422569508661e-13      -6.345665344883e-12       0.000000000000e+00       3.123567883223e-12       5.389153979397e-13      -3.417518280758e-15 
  161       6.376168453980e-10       1.409022819473e-13      -6.313831007289e-12       0.000000000000e+00       3.068635681452e-12       5.312139891131e-13      -3.347329103046e-15 
  162       6.415723820334e-10       1.395032551453e-13      -6.278306749685e-12       0.000000000000e+00       3.015015205670e-12       5.236573806472e-13      -3.277748274620e-15 
  163       6.454824953539e-10       1.380623185180e-13      -6.239072399213e-12       0.000000000000e+00       2.962675363335e-12       5.162462270613e-13      -3.208832104523e-15 
  164       6.493458059559e-10       1.365820450622e-13      -6.196109985189e-12       0.000000000000e+00       2.911579956113e-12       5.089807486102e-13      -3.140636648221e-15 
  165       6.531609062644e-10       1.350651344621e-13      -6.149403782514e-12       0.000000000000e+00       2.861687578468e-12       5.018607214671e-13      -3.073217681917e-15 
  166       6.569263600817e-10       1.335144148386e-13      -6.098940355090e-12       0.000000000000e+00       2.812951516249e-12       4.948854679046e-13      -3.006630676888e-15 
  167       6.606407021365e-10       1.319328444990e-13      -6.044708599233e-12       0.000000000000e+00       2.765319645275e-12       4.880538464775e-13      -2.940930773802e-15 
  168       6.643024376321e-10       1.303235136852e-13      -5.986699787084e-12       0.000000000000e+00       2.718734329921e-12       4.813642422043e-13      -2.876172757045e-15 
  169       6.679100417957e-10       1.286896463237e-13      -5.924907610027e-12       0.000000000000e+00       2.673132321706e-12       4.748145567492e-13      -2.812411029050e-15 
  170       6.714619594270e-10       1.270346017743e-13      -5.859328222096e-12       0.000000000000e+00       2.628444657881e-12       4.684021986043e-13      -2.749699584621e-15 
  171       6.749567074993e-10       1.253617631867e-13      -5.789959387967e-12       0.000000000000e+00       2.584610684625e-12       4.621245192750e-13      -2.688078836873e-15 
  172       6.783931935097e-10       1.236741884623e-13      -5.716797756291e-12       0.000000000000e+00       2.541621651079e-12       4.559801832048e-13      -2.627534916161e-15 
  173       6.817704229322e-10       1.219749334054e-13      -5.639841441139e-12       0.000000000000e+00       2.499480572824e-12       4.499678937948e-13      -2.568036912455e-15 
  174       6.850873985240e-10       1.202671637732e-13      -5.559090936424e-12       0.000000000000e+00       2.458188390998e-12       4.440859497431e-13      -2.509549639520e-15 
  175       6.883431202949e-10       1.185541565621e-13      -5.474549155665e-12       0.000000000000e+00       2.417743928515e-12       4.383322370468e-13      -2.452033555598e-15 
  176       6.915365854758e-10       1.168393012945e-13      -5.386221471746e-12       0.000000000000e+00       2.378143846275e-12       4.327042210033e-13      -2.395444684086e-15 
  177       6.946667884888e-10       1.151261013049e-13      -5.294115756676e-12       0.000000000000e+00       2.339382599381e-12       4.271989382121e-13      -2.339734534219e-15 
  178       6.977327209159e-10       1.134181750268e-13      -5.198242421347e-12       0.000000000000e+00       2.301452393353e-12       4.218129885764e-13      -2.284850021746e-15 
