# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  600       2.498498900523e-10       2.839953751457e-12       2.004936731476e-12       1.076967449332e-14       4.975359530367e-14       3.776328446733e-15      -5.356228243968e-16 
  601       2.489623079745e-10       2.874928262970e-12       1.917248543641e-12       1.078069789282e-14       4.947070007521e-14       3.810963563760e-15      -5.408668768285e-16 
  602       2.480828103397e-10       2.909778647565e-12       1.825910550820e-12       1.079160354179e-14       4.918987138318e-14       3.845534820491e-15      -5.460067714288e-16 
  603       2.472120801402e-10       2.944487830500e-12       1.730940871569e-12       1.080239512027e-14       4.891108274484e-14       3.880022992194e-15      -5.510422168780e-16 
  604       2.463508080082e-10       2.979038535599e-12       1.632358186360e-12       1.081307636382e-14       4.863430695107e-14       3.914408617190e-15      -5.559729301371e-16 
  605       2.454996922448e-10       3.013413284459e-12       1.530181740318e-12       1.082365106369e-14       4.835951606274e-14       3.948671995911e-15      -5.607986365007e-16 
  606       2.446594388494e-10       3.047594395661e-12       1.424431345963e-12       1.083412306707e-14       4.808668140697e-14       3.982793189946e-15      -5.655190696486e-16 
  607       2.438307615488e-10       3.081563983978e-12       1.315127385950e-12       1.084449627733e-14       4.781577357357e-14       4.016752021094e-15      -5.701339716977e-16 
  608       2.430143818260e-10       3.115303959582e-12       1.202290815814e-12       1.085477465423e-14       4.754676241129e-14       4.050528070419e-15      -5.746430932547e-16 
  609       2.422110289499e-10       3.148796027254e-12       1.085943166702e-12       1.086496221418e-14       4.727961702420e-14       4.084100677291e-15      -5.790461934675e-16 
  610       2.414214400039e-10       3.182021685593e-12       9.661065481246e-13       1.087506303046e-14       4.701430576805e-14       4.117448938449e-15      -5.833430400780e-16 
  611       2.406462758205e-10       3.214963848394e-12       8.428095987607e-13       1.088508106900e-14       4.675080103895e-14       4.150554996270e-15      -5.875335181987e-16 
  612       2.398858665234e-10       3.247611752850e-12       7.161054891800e-13       1.089501969103e-14       4.648909377246e-14       4.183413991652e-15      -5.916179593884e-16 
  613       2.391404599756e-10       3.279956166819e-12       5.860543538034e-13       1.090488213902e-14       4.622917928300e-14       4.216024346576e-15      -5.955968205263e-16 
  614       2.384103053271e-10       3.311987776977e-12       4.527173863245e-13       1.091467170028e-14       4.597105250064e-14       4.248384496472e-15      -5.994705758837e-16 
  615       2.376956530172e-10       3.343697188546e-12       3.161568443589e-13       1.092439170706e-14       4.571470796901e-14       4.280492890322e-15      -6.032397172114e-16 
  616       2.369967547762e-10       3.375074925028e-12       1.764360540942e-13       1.093404553679e-14       4.546013984313e-14       4.312347990764e-15      -6.069047538262e-16 
  617       2.363138636283e-10       3.406111427925e-12       3.361941493945e-14       1.094363661222e-14       4.520734188734e-14       4.343948274203e-15      -6.104662126979e-16 
  618       2.356472338930e-10       3.436797056480e-12      -1.122275958255e-13       1.095316840162e-14       4.495630747312e-14       4.375292230916e-15      -6.139246385367e-16 
  619       2.349971211879e-10       3.467122087395e-12      -2.610384183999e-13       1.096264441897e-14       4.470702957701e-14       4.406378365159e-15      -6.172805938799e-16 
  620       2.343637824302e-10       3.497076714567e-12      -4.127454058131e-13       1.097206822408e-14       4.445950077849e-14       4.437205195269e-15      -6.205346591786e-16 
  621       2.337474758395e-10       3.526651048817e-12      -5.672798192744e-13       1.098144342285e-14       4.421371325781e-14       4.467771253779e-15      -6.236874328852e-16 
  622       2.331484609395e-10       3.555835117615e-12      -7.245718235240e-13       1.099077366738e-14       4.396965879393e-14       4.498075087516e-15      -6.267395315402e-16 
  623       2.325669985602e-10       3.584618864812e-12      -8.845504821829e-13       1.100006265619e-14       4.372732876236e-14       4.528115257714e-15      -6.296915898588e-16 
  624       2.320033508405e-10       3.612992150372e-12      -1.047143753104e-12       1.100931413438e-14       4.348671413303e-14       4.557890340115e-15      -6.325442608185e-16 
  625       2.314577812295e-10       3.640944750093e-12      -1.212278483720e-12       1.101853189381e-14       4.324780546822e-14       4.587398925081e-15      -6.352982157454e-16 
  626       2.309305544897e-10       3.668466355346e-12      -1.379880406400e-12       1.102771977329e-14       4.301059292036e-14       4.616639617697e-15      -6.379541444020e-16 
  627       2.304219366981e-10       3.695546572797e-12      -1.549874133792e-12       1.103688165874e-14       4.277506622997e-14       4.645611037877e-15      -6.405127550734e-16 
  628       2.299321952492e-10       3.722174924140e-12      -1.722183154178e-12       1.104602148339e-14       4.254121472353e-14       4.674311820474e-15      -6.429747746545e-16 
  629       2.294615988566e-10       3.748340845823e-12      -1.896729826824e-12       1.105514322793e-14       4.230902731131e-14       4.702740615382e-15      -6.453409487373e-16 
  630       2.290104175555e-10       3.774033688782e-12      -2.073435377331e-12       1.106425092072e-14       4.207849248532e-14       4.730896087648e-15      -6.476120416975e-16 
  631       2.285789227047e-10       3.799242718164e-12      -2.252219892981e-12       1.107334863796e-14       4.184959831712e-14       4.758776917572e-15      -6.497888367817e-16 
  632       2.281673869887e-10       3.823957113063e-12      -2.433002318093e-12       1.108244050384e-14       4.162233245575e-14       4.786381800820e-15      -6.518721361941e-16 
  633       2.277760844199e-10       3.848165966243e-12      -2.615700449372e-12       1.109153069076e-14       4.139668212558e-14       4.813709448525e-15      -6.538627611839e-16 
  634       2.274052903408e-10       3.871858283871e-12      -2.800230931257e-12       1.110062341948e-14       4.117263412419e-14       4.840758587397e-15      -6.557615521319e-16 
  635       2.270552814262e-10       3.895022985244e-12      -2.986509251272e-12       1.110972295931e-14       4.095017482024e-14       4.867527959829e-15      -6.575693686376e-16 
  636       2.267263356850e-10       3.917648902522e-12      -3.174449735380e-12       1.111883362830e-14       4.072929015138e-14       4.894016324002e-15      -6.592870896061e-16 
  637       2.264187324630e-10       3.939724780450e-12      -3.363965543328e-12       1.112795979337e-14       4.050996562210e-14       4.920222453993e-15      -6.609156133355e-16 
  638       2.261327524443e-10       3.961239276097e-12      -3.554968664002e-12       1.113710587056e-14       4.029218630162e-14       4.946145139882e-15      -6.624558576032e-16 
  639       2.258686776542e-10       3.982180958575e-12      -3.747369910776e-12       1.114627632515e-14       4.007593682173e-14       4.971783187856e-15      -6.639087597532e-16 
  640       2.256267914606e-10       4.002538308776e-12      -3.941078916859e-12       1.115547567187e-14       3.986120137475e-14       4.997135420318e-15      -6.652752767834e-16 
  641       2.254073785768e-10       4.022299719097e-12      -4.136004130652e-12       1.116470847507e-14       3.964796371132e-14       5.022200675991e-15      -6.665563854319e-16 
  642       2.252107250633e-10       4.041453493172e-12      -4.332052811092e-12       1.117397934890e-14       3.943620713834e-14       5.046977810029e-15      -6.677530822647e-16 
  643       2.250371183299e-10       4.059987845597e-12      -4.529131023006e-12       1.118329295747e-14       3.922591451680e-14       5.071465694119e-15      -6.688663837619e-16 
  644       2.248868471382e-10       4.077890901665e-12      -4.727143632462e-12       1.119265401506e-14       3.901706825970e-14       5.095663216588e-15      -6.698973264055e-16 
  645       2.247602016033e-10       4.095150697088e-12      -4.925994302116e-12       1.120206728627e-14       3.880965032989e-14       5.119569282513e-15      -6.708469667656e-16 
  646       2.246574731965e-10       4.111755177735e-12      -5.125585486565e-12       1.121153758622e-14       3.860364223800e-14       5.143182813823e-15      -6.717163815879e-16 
  647       2.245789547467e-10       4.127692199352e-12      -5.325818427698e-12       1.122106978073e-14       3.839902504024e-14       5.166502749410e-15      -6.725066678807e-16 
  648       2.245249404435e-10       4.142949527298e-12      -5.526593150044e-12       1.123066878647e-14       3.819577933637e-14       5.189528045231e-15      -6.732189430013e-16 
  649       2.244957258383e-10       4.157514836272e-12      -5.727808456123e-12       1.124033957116e-14       3.799388526748e-14       5.212257674418e-15      -6.738543447437e-16 
  650       2.244916078475e-10       4.171375710041e-12      -5.929361921799e-12       1.125008715375e-14       3.779332251395e-14       5.234690627383e-15      -6.744140314251e-16 
  651       2.245128106369e-10       4.184521765759e-12      -6.131155182683e-12       1.125991603836e-14       3.759407314244e-14       5.256825731731e-15      -6.748989775809e-16 
  652       2.245592614523e-10       4.196951079678e-12      -6.333109932695e-12       1.126982850181e-14       3.739613022122e-14       5.278661107354e-15      -6.753093558521e-16 
  653       2.246308097746e-10       4.208663904764e-12      -6.535152274492e-12       1.127982626810e-14       3.719948939353e-14       5.300194699349e-15      -6.756451414315e-16 
  654       2.247273009638e-10       4.219660559459e-12      -6.737207457692e-12       1.128991107120e-14       3.700414604459e-14       5.321424457162e-15      -6.759063152318e-16 
  655       2.248485762398e-10       4.229941428016e-12      -6.939199875721e-12       1.130008465505e-14       3.681009530027e-14       5.342348334643e-15      -6.760928639147e-16 
  656       2.249944726641e-10       4.239506960824e-12      -7.141053062661e-12       1.131034877362e-14       3.661733202577e-14       5.362964290100e-15      -6.762047799205e-16 
  657       2.251648231203e-10       4.248357674741e-12      -7.342689690092e-12       1.132070519087e-14       3.642585082433e-14       5.383270286361e-15      -6.762420614968e-16 
  658       2.253594562962e-10       4.256494153422e-12      -7.544031563944e-12       1.133115568081e-14       3.623564603587e-14       5.403264290820e-15      -6.762047127280e-16 
  659       2.255781966641e-10       4.263917047650e-12      -7.744999621337e-12       1.134170202751e-14       3.604671173571e-14       5.422944275502e-15      -6.760927435645e-16 
  660       2.258208644627e-10       4.270627075666e-12      -7.945513927434e-12       1.135234602511e-14       3.585904173326e-14       5.442308217111e-15      -6.759061698517e-16 
  661       2.260872756779e-10       4.276625023498e-12      -8.145493672280e-12       1.136308947784e-14       3.567262957065e-14       5.461354097090e-15      -6.756450133592e-16 
  662       2.263772420240e-10       4.281911745291e-12      -8.344857167657e-12       1.137393420007e-14       3.548746852147e-14       5.480079901677e-15      -6.753093018103e-16 
  663       2.266905709251e-10       4.286488163637e-12      -8.543521843920e-12       1.138488201625e-14       3.530355158942e-14       5.498483621956e-15      -6.748990689108e-16 
  664       2.270270654963e-10       4.290355269905e-12      -8.741404246852e-12       1.139593476103e-14       3.512087150701e-14       5.516563253919e-15      -6.744143543784e-16 
  665       2.273865245247e-10       4.293514124571e-12      -8.938420034506e-12       1.140709427920e-14       3.493942073424e-14       5.534316798514e-15      -6.738552039719e-16 
  666       2.277687424506e-10       4.295965857547e-12      -9.134483974053e-12       1.141836242573e-14       3.475919145728e-14       5.551742261708e-15      -6.732216695203e-16 
  667       2.281735093489e-10       4.297711668512e-12      -9.329509938627e-12       1.142974106581e-14       3.458017558714e-14       5.568837654537e-15      -6.725138089520e-16 
  668       2.286006109102e-10       4.298752827241e-12      -9.523410904171e-12       1.144123207486e-14       3.440236475838e-14       5.585600993167e-15      -6.717316863240e-16 
  669       2.290498284220e-10       4.299090673936e-12      -9.716098946285e-12       1.145283733851e-14       3.422575032778e-14       5.602030298942e-15      -6.708753718513e-16 
  670       2.295209387497e-10       4.298726619554e-12      -9.907485237070e-12       1.146455875268e-14       3.405032337303e-14       5.618123598449e-15      -6.699449419356e-16 
  671       2.300137143183e-10       4.297662146138e-12      -1.009748004198e-11       1.147639822354e-14       3.387607469138e-14       5.633878923563e-15      -6.689404791951e-16 
  672       2.305279230930e-10       4.295898807147e-12      -1.028599271666e-11       1.148835766759e-14       3.370299479839e-14       5.649294311513e-15      -6.678620724931e-16 
  673       2.310633285608e-10       4.293438227785e-12      -1.047293170379e-11       1.150043901162e-14       3.353107392653e-14       5.664367804930e-15      -6.667098169676e-16 
  674       2.316196897115e-10       4.290282105333e-12      -1.065820452995e-11       1.151264419276e-14       3.336030202395e-14       5.679097451906e-15      -6.654838140604e-16 
  675       2.321967610192e-10       4.286432209475e-12      -1.084171780245e-11       1.152497515848e-14       3.319066875308e-14       5.693481306049e-15      -6.641841715462e-16 
  676       2.327942924229e-10       4.281890382632e-12      -1.102337720617e-11       1.153743386664e-14       3.302216348937e-14       5.707517426538e-15      -6.628110035619e-16 
  677       2.334120293083e-10       4.276658540289e-12      -1.120308750044e-11       1.155002228548e-14       3.285477531998e-14       5.721203878180e-15      -6.613644306355e-16 
  678       2.340497124889e-10       4.270738671326e-12      -1.138075251583e-11       1.156274239364e-14       3.268849304240e-14       5.734538731463e-15      -6.598445797159e-16 
  679       2.347070781866e-10       4.264132838348e-12      -1.155627515105e-11       1.157559618019e-14       3.252330516319e-14       5.747520062614e-15      -6.582515842014e-16 
  680       2.353838580139e-10       4.256843178015e-12      -1.172955736978e-11       1.158858564465e-14       3.235919989665e-14       5.760145953653e-15      -6.565855839692e-16 
  681       2.360797789542e-10       4.248871901370e-12      -1.190050019750e-11       1.160171279699e-14       3.219616516350e-14       5.772414492452e-15      -6.548467254049e-16 
  682       2.367945633434e-10       4.240221294170e-12      -1.206900371834e-11       1.161497965767e-14       3.203418858955e-14       5.784323772784e-15      -6.530351614311e-16 
  683       2.375279288513e-10       4.230893717219e-12      -1.223496707195e-11       1.162838825764e-14       3.187325750440e-14       5.795871894386e-15      -6.511510515369e-16 
  684       2.382795884621e-10       4.220891606692e-12      -1.239828845033e-11       1.164194063837e-14       3.171335894014e-14       5.807056963007e-15      -6.491945618071e-16 
  685       2.390492504565e-10       4.210217474469e-12      -1.255886509466e-11       1.165563885188e-14       3.155447962999e-14       5.817877090471e-15      -6.471658649513e-16 
  686       2.398366183922e-10       4.198873908463e-12      -1.271659329219e-11       1.166948496071e-14       3.139660600700e-14       5.828330394729e-15      -6.450651403334e-16 
  687       2.406413910853e-10       4.186863572951e-12      -1.287136837303e-11       1.168348103800e-14       3.123972420276e-14       5.838414999912e-15      -6.428925740001e-16 
  688       2.414632625918e-10       4.174189208905e-12      -1.302308470704e-11       1.169762916749e-14       3.108382004606e-14       5.848129036392e-15      -6.406483587109e-16 
  689       2.423019221882e-10       4.160853634316e-12      -1.317163570067e-11       1.171193144349e-14       3.092887906155e-14       5.857470640834e-15      -6.383326939667e-16 
  690       2.431570543533e-10       4.146859744532e-12      -1.331691379377e-11       1.172638997097e-14       3.077488646847e-14       5.866437956252e-15      -6.359457860392e-16 
  691       2.440283230851e-10       4.132211661451e-12      -1.345882304661e-11       1.174100630274e-14       3.062182931697e-14       5.875029704314e-15      -6.334879585507e-16 
  692       2.449153245282e-10       4.116918207061e-12      -1.359731719845e-11       1.175577973801e-14       3.046970294917e-14       5.883246915388e-15      -6.309599867148e-16 
  693       2.458176333095e-10       4.100989503844e-12      -1.373236240578e-11       1.177070898800e-14       3.031850467186e-14       5.891091235110e-15      -6.283627702057e-16 
  694       2.467348180894e-10       4.084435833168e-12      -1.386392472487e-11       1.178579273531e-14       3.016823163033e-14       5.898564355640e-15      -6.256972233034e-16 
  695       2.476664415388e-10       4.067267635897e-12      -1.399197011179e-11       1.180102963384e-14       3.001888080767e-14       5.905668015861e-15      -6.229642749505e-16 
  696       2.486120603161e-10       4.049495513015e-12      -1.411646442242e-11       1.181641830866e-14       2.987044902393e-14       5.912404001578e-15      -6.201648688095e-16 
  697       2.495712250450e-10       4.031130226241e-12      -1.423737341249e-11       1.183195735586e-14       2.972293293537e-14       5.918774145715e-15      -6.172999633192e-16 
  698       2.505434802914e-10       4.012182698651e-12      -1.435466273753e-11       1.184764534246e-14       2.957632903366e-14       5.924780328521e-15      -6.143705317519e-16 
  699       2.515283645409e-10       3.992664015290e-12      -1.446829795290e-11       1.186348080628e-14       2.943063364513e-14       5.930424477761e-15      -6.113775622703e-16 
  700       2.525254101757e-10       3.972585423796e-12      -1.457824451382e-11       1.187946225580e-14       2.928584292996e-14       5.935708568919e-15      -6.083220579846e-16 
  701       2.535341434523e-10       3.951958335016e-12      -1.468446777532e-11       1.189558817005e-14       2.914195288141e-14       5.940634625399e-15      -6.052050370091e-16 
  702       2.545540844786e-10       3.930794323623e-12      -1.478693299231e-11       1.191185699849e-14       2.899895932506e-14       5.945204718721e-15      -6.020275325194e-16 
  703       2.555847471909e-10       3.909105128736e-12      -1.488560531954e-11       1.192826716089e-14       2.885685791798e-14       5.949420968722e-15      -5.987905928091e-16 
  704       2.566256393317e-10       3.886902654538e-12      -1.498044981162e-11       1.194481704718e-14       2.871564414801e-14       5.953285543752e-15      -5.954952813473e-16 
  705       2.576762624263e-10       3.864198970892e-12      -1.507143142302e-11       1.196150501736e-14       2.857531333293e-14       5.956800660880e-15      -5.921426768345e-16 
  706       2.587361117609e-10       3.841006313962e-12      -1.515851500810e-11       1.197832940137e-14       2.843586061970e-14       5.959968586085e-15      -5.887338732607e-16 
  707       2.598046763591e-10       3.817337086829e-12      -1.524166532109e-11       1.199528849896e-14       2.829728098369e-14       5.962791634462e-15      -5.852699799614e-16 
  708       2.608814389595e-10       3.793203860112e-12      -1.532084701609e-11       1.201238057956e-14       2.815956922788e-14       5.965272170417e-15      -5.817521216752e-16 
  709       2.619658759929e-10       3.768619372582e-12      -1.539602464712e-11       1.202960388217e-14       2.802271998211e-14       5.967412607866e-15      -5.781814386001e-16 
  710       2.630574575598e-10       3.743596531783e-12      -1.546716266806e-11       1.204695661523e-14       2.788672770224e-14       5.969215410439e-15      -5.745590864511e-16 
  711       2.641556474073e-10       3.718148414651e-12      -1.553422543273e-11       1.206443695651e-14       2.775158666944e-14       5.970683091672e-15      -5.708862365167e-16 
  712       2.652599029067e-10       3.692288268129e-12      -1.559717719482e-11       1.208204305297e-14       2.761729098938e-14       5.971818215214e-15      -5.671640757159e-16 
  713       2.663696750302e-10       3.666029509788e-12      -1.565598210795e-11       1.209977302065e-14       2.748383459141e-14       5.972623395020e-15      -5.633938066552e-16 
  714       2.674844083292e-10       3.639385728444e-12      -1.571060422567e-11       1.211762494454e-14       2.735121122786e-14       5.973101295551e-15      -5.595766476856e-16 
  715       2.686035409103e-10       3.612370684775e-12      -1.576100750143e-11       1.213559687844e-14       2.721941447320e-14       5.973254631977e-15      -5.557138329593e-16 
  716       2.697265044137e-10       3.584998311943e-12      -1.580715578863e-11       1.215368684490e-14       2.708843772327e-14       5.973086170374e-15      -5.518066124868e-16 
  717       2.708527239896e-10       3.557282716207e-12      -1.584901284060e-11       1.217189283501e-14       2.695827419451e-14       5.972598727920e-15      -5.478562521941e-16 
  718       2.719816182762e-10       3.529238177546e-12      -1.588654231062e-11       1.219021280835e-14       2.682891692320e-14       5.971795173099e-15      -5.438640339789e-16 
  719       2.731125993762e-10       3.500879150273e-12      -1.591970775190e-11       1.220864469281e-14       2.670035876461e-14       5.970678425899e-15      -5.398312557682e-16 
  720       2.742450728348e-10       3.472220263656e-12      -1.594847261761e-11       1.222718638453e-14       2.657259239231e-14       5.969251458010e-15      -5.357592315751e-16 
  721       2.753784376165e-10       3.443276322535e-12      -1.597280026091e-11       1.224583574771e-14       2.644561029731e-14       5.967517293022e-15      -5.316492915554e-16 
  722       2.765120860824e-10       3.414062307941e-12      -1.599265393487e-11       1.226459061453e-14       2.631940478735e-14       5.965479006628e-15      -5.275027820652e-16 
  723       2.776454039678e-10       3.384593377714e-12      -1.600799679258e-11       1.228344878502e-14       2.619396798605e-14       5.963139726821e-15      -5.233210657168e-16 
  724       2.787777703591e-10       3.354884867119e-12      -1.601879188709e-11       1.230240802694e-14       2.606929183219e-14       5.960502634090e-15      -5.191055214369e-16 
  725       2.799085576712e-10       3.324952289468e-12      -1.602500217142e-11       1.232146607564e-14       2.594536807889e-14       5.957570961627e-15      -5.148575445223e-16 
  726       2.810371316247e-10       3.294811336734e-12      -1.602659049860e-11       1.234062063395e-14       2.582218829285e-14       5.954347995518e-15      -5.105785466979e-16 
  727       2.821628512235e-10       3.264477880173e-12      -1.602351962165e-11       1.235986937205e-14       2.569974385357e-14       5.950837074947e-15      -5.062699561727e-16 
  728       2.832850687314e-10       3.233967970941e-12      -1.601575219357e-11       1.237920992737e-14       2.557802595254e-14       5.947041592395e-15      -5.019332176976e-16 
  729       2.844031296502e-10       3.203297840709e-12      -1.600325076740e-11       1.239863990443e-14       2.545702559250e-14       5.942964993836e-15      -4.975697926217e-16 
  730       2.855163726961e-10       3.172483902285e-12      -1.598597779618e-11       1.241815687474e-14       2.533673358666e-14       5.938610778940e-15      -4.931811589493e-16 
  731       2.866241773854e-10       3.141542087548e-12      -1.596390687243e-11       1.243775822285e-14       2.521714182058e-14       5.933982086744e-15      -4.887685699172e-16 
  732       2.877261078756e-10       3.110485845503e-12      -1.593705669268e-11       1.245744068139e-14       2.509824706729e-14       5.929080443198e-15      -4.843323243252e-16 
  733       2.888217719489e-10       3.079328105507e-12      -1.590545777062e-11       1.247720078646e-14       2.498004724676e-14       5.923906989025e-15      -4.798724817597e-16 
  734       2.899107736524e-10       3.048081936804e-12      -1.586914126153e-11       1.249703503054e-14       2.486254016961e-14       5.918462892092e-15      -4.753891027582e-16 
  735       2.909927132861e-10       3.016760548991e-12      -1.582813896480e-11       1.251693986230e-14       2.474572353661e-14       5.912749347511e-15      -4.708822488116e-16 
  736       2.920671873908e-10       2.985377292494e-12      -1.578248332646e-11       1.253691168643e-14       2.462959493816e-14       5.906767577748e-15      -4.663519823671e-16 
  737       2.931337887360e-10       2.953945659030e-12      -1.573220744172e-11       1.255694686348e-14       2.451415185384e-14       5.900518832733e-15      -4.617983668313e-16 
  738       2.941921063079e-10       2.922479282083e-12      -1.567734505748e-11       1.257704170975e-14       2.439939165186e-14       5.894004389958e-15      -4.572214665727e-16 
  739       2.952417252976e-10       2.890991937371e-12      -1.561793057484e-11       1.259719249708e-14       2.428531158860e-14       5.887225554591e-15      -4.526213469245e-16 
  740       2.962822270883e-10       2.859497543315e-12      -1.555399905167e-11       1.261739545271e-14       2.417190880809e-14       5.880183659576e-15      -4.479980741874e-16 
  741       2.973131892441e-10       2.828010161509e-12      -1.548558620511e-11       1.263764675913e-14       2.405918034154e-14       5.872880065745e-15      -4.433517156324e-16 
  742       2.983341854975e-10       2.796543997188e-12      -1.541272841409e-11       1.265794255392e-14       2.394712310682e-14       5.865316161921e-15      -4.386823395035e-16 
  743       2.993447857373e-10       2.765113399703e-12      -1.533546272188e-11       1.267827892958e-14       2.383573390795e-14       5.857493365022e-15      -4.339900150208e-16 
  744       3.003445559967e-10       2.733732862984e-12      -1.525382683858e-11       1.269865193339e-14       2.372500943464e-14       5.849413120173e-15      -4.292748123827e-16 
  745       3.013330584413e-10       2.702417026013e-12      -1.516785914370e-11       1.271905756726e-14       2.361494626178e-14       5.841076900807e-15      -4.245368027693e-16 
  746       3.023098513568e-10       2.671180673292e-12      -1.507759868862e-11       1.273949178752e-14       2.350554084891e-14       5.832486208775e-15      -4.197760583447e-16 
  747       3.032744891372e-10       2.640038735314e-12      -1.498308519918e-11       1.275995050484e-14       2.339678953979e-14       5.823642574449e-15      -4.149926522599e-16 
  748       3.042265222725e-10       2.609006289034e-12      -1.488435907817e-11       1.278042958402e-14       2.328868856182e-14       5.814547556830e-15      -4.101866586559e-16 
  749       3.051654973369e-10       2.578098558333e-12      -1.478146140786e-11       1.280092484383e-14       2.318123402562e-14       5.805202743655e-15      -4.053581526661e-16 
  750       3.060909569765e-10       2.547330914494e-12      -1.467443395252e-11       1.282143205689e-14       2.307442192448e-14       5.795609751502e-15      -4.005072104191e-16 
  751       3.070024398974e-10       2.516718876666e-12      -1.456331916099e-11       1.284194694949e-14       2.296824813389e-14       5.785770225893e-15      -3.956339090417e-16 
  752       3.078994808538e-10       2.486278112339e-12      -1.444816016913e-11       1.286246520142e-14       2.286270841103e-14       5.775685841410e-15      -3.907383266615e-16 
  753       3.087816106353e-10       2.456024437809e-12      -1.432900080244e-11       1.288298244583e-14       2.275779839428e-14       5.765358301788e-15      -3.858205424098e-16 
  754       3.096483560556e-10       2.425973818649e-12      -1.420588557850e-11       1.290349426908e-14       2.265351360273e-14       5.754789340034e-15      -3.808806364243e-16 
  755       3.104992399402e-10       2.396142370180e-12      -1.407885970954e-11       1.292399621058e-14       2.254984943566e-14       5.743980718523e-15      -3.759186898518e-16 
  756       3.113337811140e-10       2.366546357938e-12      -1.394796910496e-11       1.294448376259e-14       2.244680117205e-14       5.732934229110e-15      -3.709347848513e-16 
  757       3.121514943896e-10       2.337202198147e-12      -1.381326037386e-11       1.296495237013e-14       2.234436397011e-14       5.721651693236e-15      -3.659290045962e-16 
  758       3.129518905554e-10       2.308126458186e-12      -1.367478082757e-11       1.298539743078e-14       2.224253286674e-14       5.710134962030e-15      -3.609014332779e-16 
  759       3.137344763630e-10       2.279335857056e-12      -1.353257848216e-11       1.300581429452e-14       2.214130277708e-14       5.698385916421e-15      -3.558521561076e-16 
  760       3.144987545156e-10       2.250847265857e-12      -1.338670206096e-11       1.302619826362e-14       2.204066849397e-14       5.686406467240e-15      -3.507812593201e-16 
  761       3.152442236556e-10       2.222677708250e-12      -1.323720099712e-11       1.304654459240e-14       2.194062468747e-14       5.674198555328e-15      -3.456888301756e-16 
  762       3.159703783530e-10       2.194844360932e-12      -1.308412543612e-11       1.306684848717e-14       2.184116590437e-14       5.661764151641e-15      -3.405749569632e-16 
  763       3.166767090930e-10       2.167364554101e-12      -1.292752623828e-11       1.308710510598e-14       2.174228656768e-14       5.649105257358e-15      -3.354397290035e-16 
  764       3.173627022637e-10       2.140255771930e-12      -1.276745498132e-11       1.310730955855e-14       2.164398097616e-14       5.636223903986e-15      -3.302832366512e-16 
  765       3.180278401449e-10       2.113535653033e-12      -1.260396396284e-11       1.312745690602e-14       2.154624330377e-14       5.623122153466e-15      -3.251055712978e-16 
  766       3.186716008950e-10       2.087221990936e-12      -1.243710620290e-11       1.314754216088e-14       2.144906759922e-14       5.609802098281e-15      -3.199068253750e-16 
  767       3.192934585398e-10       2.061332734547e-12      -1.226693544650e-11       1.316756028675e-14       2.135244778547e-14       5.596265861559e-15      -3.146870923566e-16 
  768       3.198928829599e-10       2.035885988625e-12      -1.209350616615e-11       1.318750619828e-14       2.125637765920e-14       5.582515597182e-15      -3.094464667620e-16 
  769       3.204693398789e-10       2.010900014250e-12      -1.191687356434e-11       1.320737476092e-14       2.116085089035e-14       5.568553489893e-15      -3.041850441586e-16 
  770       3.210222908512e-10       1.986393229291e-12      -1.173709357613e-11       1.322716079082e-14       2.106586102160e-14       5.554381755398e-15      -2.989029211647e-16 
  771       3.215512678492e-10       1.962382160429e-12      -1.155422539933e-11       1.324685941819e-14       2.097140228861e-14       5.540002108287e-15      -2.936003620063e-16 
  772       3.220560985970e-10       1.938875255772e-12      -1.136833913265e-11       1.326646718527e-14       2.087747209870e-14       5.525414154526e-15      -2.882783016379e-16 
  773       3.225366854763e-10       1.915878956093e-12      -1.117950828710e-11       1.328598096880e-14       2.078406859811e-14       5.510616968758e-15      -2.829378521477e-16 
  774       3.229929313170e-10       1.893399732721e-12      -1.098780727442e-11       1.330539761834e-14       2.069118985514e-14       5.495609623733e-15      -2.775801371018e-16 
  775       3.234247393999e-10       1.871444087605e-12      -1.079331141011e-11       1.332471395613e-14       2.059883385988e-14       5.480391190308e-15      -2.722062915807e-16 
  776       3.238320134600e-10       1.850018553367e-12      -1.059609691646e-11       1.334392677703e-14       2.050699852379e-14       5.464960737445e-15      -2.668174622159e-16 
  777       3.242146576889e-10       1.829129693359e-12      -1.039624092560e-11       1.336303284845e-14       2.041568167947e-14       5.449317332212e-15      -2.614148072262e-16 
  778       3.245725767384e-10       1.808784101719e-12      -1.019382148254e-11       1.338202891024e-14       2.032488108025e-14       5.433460039779e-15      -2.559994964536e-16 
  779       3.249056757231e-10       1.788988403428e-12      -9.988917548177e-12       1.340091167463e-14       2.023459439990e-14       5.417387923419e-15      -2.505727114003e-16 
