# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  432       2.075671508319e-10       1.900376459037e-12      -5.927428757614e-12       0.000000000000e+00       1.506343573399e-13       9.948296799587e-15       1.461791849399e-15 
  433       2.085470597545e-10       1.882377245943e-12      -6.046212054538e-12       0.000000000000e+00       1.494906793091e-13       9.741393872060e-15       1.447262209870e-15 
  434       2.095542726996e-10       1.864162077634e-12      -6.161095781782e-12       0.000000000000e+00       1.483583508253e-13       9.538742951866e-15       1.432666995863e-15 
  435       2.105877814600e-10       1.845741846726e-12      -6.272041714386e-12       0.000000000000e+00       1.472372403131e-13       9.340277701387e-15       1.418009021493e-15 
  436       2.116465545255e-10       1.827127659741e-12      -6.379011787361e-12       0.000000000000e+00       1.461272097586e-13       9.145929475408e-15       1.403291143103e-15 
  437       2.127295369403e-10       1.808330838333e-12      -6.481968098350e-12       0.000000000000e+00       1.450281146618e-13       8.955627305526e-15       1.388516259465e-15 
  438       2.138356501605e-10       1.789362920509e-12      -6.580872910306e-12       0.000000000000e+00       1.439398039907e-13       8.769297884556e-15       1.373687311978e-15 
  439       2.149637919112e-10       1.770235661852e-12      -6.675688654152e-12       0.000000000000e+00       1.428621201344e-13       8.586865550936e-15       1.358807284868e-15 
  440       2.161128360440e-10       1.750961036744e-12      -6.766377931458e-12       0.000000000000e+00       1.417948988560e-13       8.408252273131e-15       1.343879205390e-15 
  441       2.172816323939e-10       1.731551239588e-12      -6.852903517106e-12       0.000000000000e+00       1.407379692466e-13       8.233377634042e-15       1.328906144027e-15 
  442       2.184690066371e-10       1.712018686029e-12      -6.935228361961e-12       0.000000000000e+00       1.396911536783e-13       8.062158815410e-15       1.313891214687e-15 
  443       2.196737601480e-10       1.692376014180e-12      -7.013315595536e-12       0.000000000000e+00       1.386542677575e-13       7.894510582220e-15       1.298837574911e-15 
  444       2.208946698567e-10       1.672636085841e-12      -7.087128528669e-12       0.000000000000e+00       1.376271202783e-13       7.730345267112e-15       1.283748426062e-15 
  445       2.221304881060e-10       1.652811987721e-12      -7.156630656184e-12       0.000000000000e+00       1.366095131757e-13       7.569572754780e-15       1.268627013537e-15 
  446       2.233799425090e-10       1.632917032665e-12      -7.221785659565e-12       0.000000000000e+00       1.356012414793e-13       7.412100466383e-15       1.253476626955e-15 
  447       2.246417358063e-10       1.612964760871e-12      -7.282557409624e-12       0.000000000000e+00       1.346020932662e-13       7.257833343948e-15       1.238300600368e-15 
  448       2.259145457233e-10       1.592968941116e-12      -7.338909969168e-12       0.000000000000e+00       1.336118496145e-13       7.106673834779e-15       1.223102312453e-15 
  449       2.271970248275e-10       1.572943571978e-12      -7.390807595673e-12       0.000000000000e+00       1.326302845568e-13       6.958521875857e-15       1.207885186716e-15 
  450       2.284878003858e-10       1.552902883056e-12      -7.438214743947e-12       0.000000000000e+00       1.316571650332e-13       6.813274878251e-15       1.192652691690e-15 
  451       2.297856188179e-10       1.532860441866e-12      -7.481105687924e-12       0.000000000000e+00       1.306922907681e-13       6.670843548640e-15       1.177408006025e-15 
  452       2.310897844716e-10       1.512826440338e-12      -7.519493721940e-12       0.000000000000e+00       1.297356154086e-13       6.531199946920e-15       1.162153001458e-15 
  453       2.323997347072e-10       1.492810323276e-12      -7.553402905792e-12       0.000000000000e+00       1.287871291982e-13       6.394330946686e-15       1.146889227459e-15 
  454       2.337148965224e-10       1.472821675475e-12      -7.582858538981e-12       0.000000000000e+00       1.278468193832e-13       6.260222531844e-15       1.131618243383e-15 
  455       2.350346864941e-10       1.452870222416e-12      -7.607887169042e-12       0.000000000000e+00       1.269146701897e-13       6.128859790334e-15       1.116341618473e-15 
  456       2.363585107217e-10       1.432965830965e-12      -7.628516599877e-12       0.000000000000e+00       1.259906628006e-13       6.000226907862e-15       1.101060931866e-15 
  457       2.376857647688e-10       1.413118510068e-12      -7.644775900085e-12       0.000000000000e+00       1.250747753318e-13       5.874307161626e-15       1.085777772592e-15 
  458       2.390158336057e-10       1.393338411446e-12      -7.656695411296e-12       0.000000000000e+00       1.241669828098e-13       5.751082914048e-15       1.070493739575e-15 
  459       2.403480915524e-10       1.373635830290e-12      -7.664306756501e-12       0.000000000000e+00       1.232672571481e-13       5.630535606499e-15       1.055210441644e-15 
  460       2.416819022202e-10       1.354021205962e-12      -7.667642848383e-12       0.000000000000e+00       1.223755671239e-13       5.512645753027e-15       1.039929497524e-15 
  461       2.430166184547e-10       1.334505122685e-12      -7.666737897648e-12       0.000000000000e+00       1.214918783556e-13       5.397392934090e-15       1.024652535851e-15 
  462       2.443515822782e-10       1.315098310242e-12      -7.661627421361e-12       0.000000000000e+00       1.206161532786e-13       5.284755790280e-15       1.009381195166e-15 
  463       2.456861248317e-10       1.295811644671e-12      -7.652348251272e-12       0.000000000000e+00       1.197483511233e-13       5.174712016054e-15       9.941171239201e-16 
  464       2.470195663177e-10       1.276656148963e-12      -7.638938542151e-12       0.000000000000e+00       1.188884278909e-13       5.067238353460e-15       9.788619804789e-16 
  465       2.483512159427e-10       1.257642993754e-12      -7.621437780116e-12       0.000000000000e+00       1.180363363310e-13       4.962310585869e-15       9.636174331240e-16 
  466       2.496803718592e-10       1.238783498027e-12      -7.599886790970e-12       0.000000000000e+00       1.171920259177e-13       4.859903531701e-15       9.483851600556e-16 
  467       2.510063211084e-10       1.220089129799e-12      -7.574327748528e-12       0.000000000000e+00       1.163554428273e-13       4.759991038153e-15       9.331668493957e-16 
  468       2.523283395628e-10       1.201571506828e-12      -7.544804182950e-12       0.000000000000e+00       1.155265299145e-13       4.662545974928e-15       9.179641991908e-16 
  469       2.536456918680e-10       1.183242397299e-12      -7.511360989074e-12       0.000000000000e+00       1.147052266892e-13       4.567540227967e-15       9.027789174142e-16 
  470       2.549576313861e-10       1.165113720527e-12      -7.474044434744e-12       0.000000000000e+00       1.138914692939e-13       4.474944693171e-15       8.876127219694e-16 
  471       2.562634001369e-10       1.147197547649e-12      -7.432902169145e-12       0.000000000000e+00       1.130851904800e-13       4.384729270135e-15       8.724673406925e-16 
  472       2.575622287416e-10       1.129506102321e-12      -7.387983231133e-12       0.000000000000e+00       1.122863195846e-13       4.296862855874e-15       8.573445113548e-16 
  473       2.588533363641e-10       1.112051761414e-12      -7.339338057567e-12       0.000000000000e+00       1.114947825079e-13       4.211313338550e-15       8.422459816662e-16 
  474       2.601359306543e-10       1.094847055712e-12      -7.287018491640e-12       0.000000000000e+00       1.107105016895e-13       4.128047591204e-15       8.271735092769e-16 
  475       2.614092076898e-10       1.077904670604e-12      -7.231077791211e-12       0.000000000000e+00       1.099333960854e-13       4.047031465482e-15       8.121288617814e-16 
  476       2.626723519190e-10       1.061237446782e-12      -7.171570637136e-12       0.000000000000e+00       1.091633811449e-13       3.968229785366e-15       7.971138167202e-16 
  477       2.639245361029e-10       1.044858380940e-12      -7.108553141601e-12       0.000000000000e+00       1.084003687872e-13       3.891606340898e-15       7.821301615831e-16 
  478       2.651649212580e-10       1.028780626464e-12      -7.042082856452e-12       0.000000000000e+00       1.076442673785e-13       3.817123881914e-15       7.671796938119e-16 
  479       2.663926565985e-10       1.013017494132e-12      -6.972218781527e-12       0.000000000000e+00       1.068949817088e-13       3.744744111765e-15       7.522642208029e-16 
  480       2.676068794787e-10       9.975824528091e-13      -6.899021372988e-12       0.000000000000e+00       1.061524129687e-13       3.674427681056e-15       7.373855599102e-16 
  481       2.688067153354e-10       9.824891301431e-13      -6.822552551651e-12       0.000000000000e+00       1.054164587260e-13       3.606134181364e-15       7.225455384476e-16 
  482       2.699912776306e-10       9.677513132610e-13      -6.742875711320e-12       0.000000000000e+00       1.046870129029e-13       3.539822138973e-15       7.077459936922e-16 
  483       2.711596677937e-10       9.533829494646e-13      -6.660055727116e-12       0.000000000000e+00       1.039639657525e-13       3.475449008601e-15       6.929887728867e-16 
  484       2.723109751637e-10       9.393981469266e-13      -6.574158963812e-12       0.000000000000e+00       1.032472038359e-13       3.412971167126e-15       6.782757332423e-16 
  485       2.734442769321e-10       9.258111753864e-13      -6.485253284161e-12       0.000000000000e+00       1.025366099990e-13       3.352343907318e-15       6.636087419414e-16 
  486       2.745586380850e-10       9.126364668465e-13      -6.393408057228e-12       0.000000000000e+00       1.018320633492e-13       3.293521431565e-15       6.489896761402e-16 
  487       2.756531113457e-10       8.998886162679e-13      -6.298694166723e-12       0.000000000000e+00       1.011334392322e-13       3.236456845603e-15       6.344204229718e-16 
  488       2.767267371169e-10       8.875823822666e-13      -6.201184019334e-12       0.000000000000e+00       1.004406092089e-13       3.181102152245e-15       6.199028795488e-16 
  489       2.777785434234e-10       8.757326878092e-13      -6.100951553054e-12       0.000000000000e+00       9.975344103256e-14       3.127408245104e-15       6.054389529658e-16 
  490       2.788075458542e-10       8.643546209089e-13      -5.998072245516e-12       0.000000000000e+00       9.907179862498e-14       3.075324902332e-15       5.910305603026e-16 
  491       2.798128888832e-10       8.534616282433e-13      -5.892621341448e-12       0.000000000000e+00       9.839556490162e-14       3.024808220341e-15       5.766794218965e-16 
  492       2.807942745524e-10       8.430600357271e-13      -5.784668460351e-12       0.000000000000e+00       9.772471103603e-14       2.975843169997e-15       5.623864344184e-16 
  493       2.817515463743e-10       8.331543669897e-13      -5.674282845493e-12       0.000000000000e+00       9.705922920150e-14       2.928421696273e-15       5.481522792302e-16 
  494       2.826845491150e-10       8.237491355745e-13      -5.561535137773e-12       0.000000000000e+00       9.639910989700e-14       2.882535336094e-15       5.339776273364e-16 
  495       2.835931288065e-10       8.148488447379e-13      -5.446497383166e-12       0.000000000000e+00       9.574434193539e-14       2.838175215762e-15       5.198631392836e-16 
  496       2.844771327596e-10       8.064579872476e-13      -5.329243040169e-12       0.000000000000e+00       9.509491243159e-14       2.795332048384e-15       5.058094650612e-16 
  497       2.853364095767e-10       7.985810451802e-13      -5.209846987251e-12       0.000000000000e+00       9.445080679076e-14       2.753996131288e-15       4.918172440011e-16 
  498       2.861708091639e-10       7.912224897203e-13      -5.088385530294e-12       0.000000000000e+00       9.381200869648e-14       2.714157343456e-15       4.778871046775e-16 
  499       2.869801827444e-10       7.843867809586e-13      -4.964936410048e-12       0.000000000000e+00       9.317850009895e-14       2.675805142944e-15       4.640196648075e-16 
  500       2.877643828704e-10       7.780783676900e-13      -4.839578809569e-12       0.000000000000e+00       9.255026120315e-14       2.638928564304e-15       4.502155311511e-16 
  501       2.885232634364e-10       7.723016872120e-13      -4.712393361673e-12       0.000000000000e+00       9.192727045705e-14       2.603516216016e-15       4.364752994108e-16 
  502       2.892566796914e-10       7.670611651231e-13      -4.583462156380e-12       0.000000000000e+00       9.130950453974e-14       2.569556277901e-15       4.227995541319e-16 
  503       2.899644882518e-10       7.623612151211e-13      -4.452868748361e-12       0.000000000000e+00       9.069693834968e-14       2.537036498558e-15       4.091888686030e-16 
  504       2.906465471140e-10       7.582062388015e-13      -4.320698164385e-12       0.000000000000e+00       9.008954499283e-14       2.505944192776e-15       3.956438047552e-16 
  505       2.913027156667e-10       7.546006254554e-13      -4.187036910766e-12       0.000000000000e+00       8.948729577084e-14       2.476266238969e-15       3.821649130631e-16 
  506       2.919328547043e-10       7.515487518685e-13      -4.051972980809e-12       0.000000000000e+00       8.889016016926e-14       2.447989076591e-15       3.687527324439e-16 
  507       2.925368264390e-10       7.490549821185e-13      -3.915595862260e-12       0.000000000000e+00       8.829810584569e-14       2.421098703568e-15       3.554077901584e-16 
  508       2.931144945133e-10       7.471236673745e-13      -3.777996544748e-12       0.000000000000e+00       8.771109861800e-14       2.395580673717e-15       3.421306017104e-16 
  509       2.936657240132e-10       7.457591456944e-13      -3.639267527237e-12       0.000000000000e+00       8.712910245245e-14       2.371420094173e-15       3.289216707471e-16 
  510       2.941903814806e-10       7.449657418236e-13      -3.499502825469e-12       0.000000000000e+00       8.655207945193e-14       2.348601622812e-15       3.157814889587e-16 
  511       2.946883349257e-10       7.447477669934e-13      -3.358797979414e-12       0.000000000000e+00       8.597998984413e-14       2.327109465675e-15       3.027105359793e-16 
  512       2.951594538400e-10       7.451095187191e-13      -3.217250060713e-12       0.000000000000e+00       8.541279196969e-14       2.306927374395e-15       2.897092792862e-16 
  513       2.956036092089e-10       7.460552805984e-13      -3.074957680128e-12       0.000000000000e+00       8.485044227042e-14       2.288038643617e-15       2.767781741001e-16 
  514       2.960206735241e-10       7.475893221096e-13      -2.932020994991e-12       0.000000000000e+00       8.429289527747e-14       2.270426108424e-15       2.639176632856e-16 
  515       2.964105207967e-10       7.497158984104e-13      -2.788541716643e-12       0.000000000000e+00       8.374010359950e-14       2.254072141765e-15       2.511281772508e-16 
  516       2.967730265692e-10       7.524392501354e-13      -2.644623117890e-12       0.000000000000e+00       8.319201791087e-14       2.238958651873e-15       2.384101338474e-16 
  517       2.971080679289e-10       7.557636031950e-13      -2.500370040444e-12       0.000000000000e+00       8.264858693983e-14       2.225067079693e-15       2.257639382710e-16 
  518       2.974155235200e-10       7.596931685738e-13      -2.355888902372e-12       0.000000000000e+00       8.210975745670e-14       2.212378396306e-15       2.131899829611e-16 
  519       2.976952735565e-10       7.642321421282e-13      -2.211287705544e-12       0.000000000000e+00       8.157547426202e-14       2.200873100351e-15       2.006886475010e-16 
  520       2.979471998346e-10       7.693847043858e-13      -2.066676043076e-12       0.000000000000e+00       8.104568017480e-14       2.190531215455e-15       1.882602985178e-16 
  521       2.981711857459e-10       7.751550203425e-13      -1.922165106781e-12       0.000000000000e+00       8.052031602062e-14       2.181332287649e-15       1.759052895830e-16 
  522       2.983671162893e-10       7.815472392618e-13      -1.777867694615e-12       0.000000000000e+00       7.999932061988e-14       2.173255382799e-15       1.636239611119e-16 
  523       2.985348780843e-10       7.885654944725e-13      -1.633898218122e-12       0.000000000000e+00       7.948263077595e-14       2.166279084026e-15       1.514166402640e-16 
  524       2.986743593833e-10       7.962139031675e-13      -1.490372709883e-12       0.000000000000e+00       7.897018126334e-14       2.160381489135e-15       1.392836408429e-16 
  525       2.987854500843e-10       8.044965662017e-13      -1.347408830961e-12       0.000000000000e+00       7.846190481592e-14       2.155540208033e-15       1.272252631968e-16 
  526       2.988680417438e-10       8.134175678904e-13      -1.205125878350e-12       0.000000000000e+00       7.795773211508e-14       2.151732360158e-15       1.152417941178e-16 
  527       2.989220275889e-10       8.229809758077e-13      -1.063644792422e-12       0.000000000000e+00       7.745759177789e-14       2.148934571904e-15       1.033335067427e-16 
  528       2.989473025307e-10       8.331908405849e-13      -9.230881643695e-13       0.000000000000e+00       7.696141034532e-14       2.147122974039e-15       9.150066045269e-17 
  529       2.989437631761e-10       8.440511957087e-13      -7.835802436587e-13       0.000000000000e+00       7.646911227042e-14       2.146273199137e-15       7.974350077334e-17 
  530       2.989113078413e-10       8.555660573195e-13      -6.452469454721e-13       0.000000000000e+00       7.598061990646e-14       2.146360378996e-15       6.806225927491e-17 
  531       2.988499037259e-10       8.677379434630e-13      -5.082039372353e-13       0.000000000000e+00       7.549586577913e-14       2.147362199386e-15       5.645721408865e-17 
  532       2.987597904353e-10       8.805633876383e-13      -3.725205240999e-13       0.000000000000e+00       7.501482979674e-14       2.149268161546e-15       4.492887348243e-17 
  533       2.986412820621e-10       8.940373018812e-13      -2.382547882777e-13       0.000000000000e+00       7.453750303660e-14       2.152070569456e-15       3.347779711971e-17 
  534       2.984947005693e-10       9.081544453599e-13      -1.054654227987e-13       0.000000000000e+00       7.406387554671e-14       2.155761494206e-15       2.210453582422e-17 
  535       2.983203758316e-10       9.229094235432e-13       2.578826610539e-14       0.000000000000e+00       7.359393633917e-14       2.160332772716e-15       1.080963150585e-17 
  536       2.981186456769e-10       9.382966873709e-13       1.554463566189e-13       0.000000000000e+00       7.312767338357e-14       2.165776006466e-15      -4.063829136002e-19 
  537       2.978898559270e-10       9.543105324225e-13       2.834483089585e-13       0.000000000000e+00       7.266507360041e-14       2.172082560211e-15      -1.154298357457e-17 
  538       2.976343604391e-10       9.709450980868e-13       4.097329629908e-13       0.000000000000e+00       7.220612285448e-14       2.179243560709e-15      -2.259965575394e-17 
  539       2.973525211469e-10       9.881943667314e-13       5.342385358487e-13       0.000000000000e+00       7.175080594826e-14       2.187249895443e-15      -3.357589393923e-17 
  540       2.970447081018e-10       1.006052162872e-12       6.569026195490e-13       0.000000000000e+00       7.129910661535e-14       2.196092211343e-15      -4.447120190278e-17 
  541       2.967112995140e-10       1.024512152342e-12       7.776621786090e-13       0.000000000000e+00       7.085100751383e-14       2.205760913509e-15      -5.528509277593e-17 
  542       2.963526817938e-10       1.043567841461e-12       8.964535476636e-13       0.000000000000e+00       7.040649021968e-14       2.216246163936e-15      -6.601708912324e-17 
  543       2.959692495926e-10       1.063212576206e-12       1.013212429082e-12       0.000000000000e+00       6.996553522017e-14       2.227537880236e-15      -7.666672301662e-17 
  544       2.955614058443e-10       1.083439541379e-12       1.127873890586e-12       0.000000000000e+00       6.952812190729e-14       2.239625734357e-15      -8.723353610960e-17 
  545       2.951295618065e-10       1.104241759777e-12       1.240372362866e-12       0.000000000000e+00       6.909422857112e-14       2.252499151315e-15      -9.771707971144e-17 
  546       2.946741371012e-10       1.125612091361e-12       1.350641637195e-12       0.000000000000e+00       6.866383239321e-14       2.266147307906e-15      -1.081169148614e-16 
  547       2.941955597567e-10       1.147543232427e-12       1.458614863052e-12       0.000000000000e+00       6.823690944004e-14       2.280559131438e-15      -1.184326124028e-16 
  548       2.936942662482e-10       1.170027714773e-12       1.564224545736e-12       0.000000000000e+00       6.781343465639e-14       2.295723298449e-15      -1.286637530575e-16 
  549       2.931707015395e-10       1.193057904871e-12       1.667402543979e-12       0.000000000000e+00       6.739338185872e-14       2.311628233433e-15      -1.388099274995e-16 
  550       2.926253191234e-10       1.216626003035e-12       1.768080067569e-12       0.000000000000e+00       6.697672372860e-14       2.328262107559e-15      -1.488707364300e-16 
  551       2.920585810638e-10       1.240724042587e-12       1.866187674964e-12       0.000000000000e+00       6.656343180608e-14       2.345612837400e-15      -1.588457906506e-16 
  552       2.914709580363e-10       1.265343889035e-12       1.961655270911e-12       0.000000000000e+00       6.615347648314e-14       2.363668083648e-15      -1.687347111385e-16 
  553       2.908629293695e-10       1.290477239234e-12       2.054412104058e-12       0.000000000000e+00       6.574682699702e-14       2.382415249846e-15      -1.785371291197e-16 
  554       2.902349830862e-10       1.316115620559e-12       2.144386764579e-12       0.000000000000e+00       6.534345142371e-14       2.401841481102e-15      -1.882526861440e-16 
  555       2.895876159447e-10       1.342250390074e-12       2.231507181783e-12       0.000000000000e+00       6.494331667124e-14       2.421933662820e-15      -1.978810341587e-16 
  556       2.889213334797e-10       1.368872733702e-12       2.315700621735e-12       0.000000000000e+00       6.454638847318e-14       2.442678419417e-15      -2.074218355830e-16 
  557       2.882366500439e-10       1.395973665393e-12       2.396893684875e-12       0.000000000000e+00       6.415263138199e-14       2.464062113049e-15      -2.168747633822e-16 
  558       2.875340888486e-10       1.423544026294e-12       2.475012303630e-12       0.000000000000e+00       6.376200876242e-14       2.486070842335e-15      -2.262395011417e-16 
  559       2.868141820056e-10       1.451574483920e-12       2.549981740034e-12       0.000000000000e+00       6.337448278493e-14       2.508690441075e-15      -2.355157431414e-16 
  560       2.860774705676e-10       1.480055531320e-12       2.621726583345e-12       0.000000000000e+00       6.299001441906e-14       2.531906476980e-15      -2.447031944297e-16 
  561       2.853245045701e-10       1.508977486250e-12       2.690170747662e-12       0.000000000000e+00       6.260856342687e-14       2.555704250388e-15      -2.538015708979e-16 
  562       2.845558430722e-10       1.538330490339e-12       2.755237469539e-12       0.000000000000e+00       6.223008835632e-14       2.580068792993e-15      -2.628105993543e-16 
  563       2.837720541976e-10       1.568104508261e-12       2.816849305607e-12       0.000000000000e+00       6.185454653465e-14       2.604984866563e-15      -2.717300175983e-16 
  564       2.829737151764e-10       1.598289326905e-12       2.874928130188e-12       0.000000000000e+00       6.148189406182e-14       2.630436961667e-15      -2.805595744947e-16 
  565       2.821614123855e-10       1.628874554539e-12       2.929395132912e-12       0.000000000000e+00       6.111208580387e-14       2.656409296395e-15      -2.892990300478e-16 
  566       2.813357413906e-10       1.659849619987e-12       2.980170816334e-12       0.000000000000e+00       6.074507538636e-14       2.682885815083e-15      -2.979481554757e-16 
  567       2.804973069866e-10       1.691203771793e-12       3.027174993553e-12       0.000000000000e+00       6.038081518774e-14       2.709850187035e-15      -3.065067332844e-16 
  568       2.796467232393e-10       1.722926077392e-12       3.070326785825e-12       0.000000000000e+00       6.001925633275e-14       2.737285805245e-15      -3.149745573420e-16 
  569       2.787846135266e-10       1.755005422280e-12       3.109544620185e-12       0.000000000000e+00       5.966034868584e-14       2.765175785124e-15      -3.233514329529e-16 
  570       2.779116105791e-10       1.787430509182e-12       3.144746227059e-12       0.000000000000e+00       5.930404084457e-14       2.793502963217e-15      -3.316371769321e-16 
  571       2.770283284145e-10       1.820189858438e-12       3.175862596284e-12       0.000000000000e+00       5.895028813422e-14       2.822250788597e-15      -3.398315575135e-16 
  572       2.761352772683e-10       1.853271810854e-12       3.202880241042e-12       0.000000000000e+00       5.859907682911e-14       2.851406024601e-15      -3.479341122416e-16 
  573       2.752329465745e-10       1.886664523279e-12       3.225800007069e-12       0.000000000000e+00       5.825040053598e-14       2.880956113472e-15      -3.559443255821e-16 
  574       2.743218329077e-10       1.920355966576e-12       3.244623214529e-12       0.000000000000e+00       5.790425224499e-14       2.910888288979e-15      -3.638616887192e-16 
  575       2.734024400140e-10       1.954333924787e-12       3.259351660756e-12       0.000000000000e+00       5.756062432606e-14       2.941189575475e-15      -3.716856996080e-16 
  576       2.724752788416e-10       1.988585994302e-12       3.269987623003e-12       0.000000000000e+00       5.721950852523e-14       2.971846786941e-15      -3.794158630263e-16 
  577       2.715408675719e-10       2.023099583033e-12       3.276533861185e-12       0.000000000000e+00       5.688089596096e-14       3.002846526039e-15      -3.870516906265e-16 
  578       2.705997316505e-10       2.057861909581e-12       3.278993620626e-12       0.000000000000e+00       5.654477712052e-14       3.034175183164e-15      -3.945927009884e-16 
  579       2.696524038176e-10       2.092860002406e-12       3.277370634804e-12       0.000000000000e+00       5.621114185628e-14       3.065818935496e-15      -4.020384196703e-16 
  580       2.686994241392e-10       2.128080698996e-12       3.271669128095e-12       0.000000000000e+00       5.587997938208e-14       3.097763746045e-15      -4.093883792620e-16 
  581       2.677413400378e-10       2.163510645041e-12       3.261893818521e-12       0.000000000000e+00       5.555127826957e-14       3.129995362711e-15      -4.166421194363e-16 
  582       2.667787063233e-10       2.199136293597e-12       3.248049920494e-12       0.000000000000e+00       5.522502644454e-14       3.162499317327e-15      -4.237991870013e-16 
  583       2.658120852239e-10       2.234943904261e-12       3.230143147560e-12       0.000000000000e+00       5.490121118324e-14       3.195260924715e-15      -4.308591359526e-16 
  584       2.648420464170e-10       2.270919542336e-12       3.208179715147e-12       0.000000000000e+00       5.457981910879e-14       3.228265281733e-15      -4.378215275249e-16 
  585       2.638691670597e-10       2.307049078005e-12       3.182166343310e-12       0.000000000000e+00       5.426083618741e-14       3.261497266331e-15      -4.446859302447e-16 
  586       2.628940318203e-10       2.343318185500e-12       3.152110259474e-12       0.000000000000e+00       5.394424772488e-14       3.294941536596e-15      -4.514519199821e-16 
  587       2.619172329084e-10       2.379712342269e-12       3.118019201183e-12       0.000000000000e+00       5.363003836279e-14       3.328582529808e-15      -4.581190800027e-16 
  588       2.609393701065e-10       2.416216828149e-12       3.079901418843e-12       0.000000000000e+00       5.331819207491e-14       3.362404461488e-15      -4.646870010201e-16 
  589       2.599610508001e-10       2.452816724536e-12       3.037765678467e-12       0.000000000000e+00       5.300869216354e-14       3.396391324450e-15      -4.711552812476e-16 
  590       2.589828900091e-10       2.489496913550e-12       2.991621264423e-12       0.000000000000e+00       5.270152125585e-14       3.430526887852e-15      -4.775235264504e-16 
  591       2.580055104187e-10       2.526242077213e-12       2.941477982178e-12       0.000000000000e+00       5.239666130018e-14       3.464794696248e-15      -4.837913499980e-16 
  592       2.570295424098e-10       2.563036696610e-12       2.887346161041e-12       0.000000000000e+00       5.209409356245e-14       3.499178068636e-15      -4.899583729156e-16 
  593       2.560556240901e-10       2.599865051065e-12       2.829236656913e-12       0.000000000000e+00       5.179379862244e-14       3.533660097510e-15      -4.960242239370e-16 
  594       2.550844013251e-10       2.636711217311e-12       2.767160855030e-12       0.000000000000e+00       5.149575637013e-14       3.568223647915e-15      -5.019885395560e-16 
  595       2.541165277687e-10       2.673559068653e-12       2.701130672707e-12       0.000000000000e+00       5.119994600210e-14       3.602851356492e-15      -5.078509640788e-16 
  596       2.531526648942e-10       2.710392274146e-12       2.631158562087e-12       0.000000000000e+00       5.090634601780e-14       3.637525630531e-15      -5.136111496761e-16 
  597       2.521934820251e-10       2.747194297762e-12       2.557257512884e-12       0.000000000000e+00       5.061493421593e-14       3.672228647025e-15      -5.192687564352e-16 
  598       2.512396563660e-10       2.783948397556e-12       2.479441055128e-12       0.000000000000e+00       5.032568769078e-14       3.706942351718e-15      -5.248234524119e-16 
  599       2.502918730335e-10       2.820637624841e-12       2.397723261911e-12       0.000000000000e+00       5.003858282854e-14       3.741648458154e-15      -5.302749136827e-16 
  600       2.493508250867e-10       2.857244823357e-12       2.312118752135e-12       0.000000000000e+00       4.975359530367e-14       3.776328446733e-15      -5.356228243968e-16 
  601       2.484172135587e-10       2.893752628439e-12       2.222642693253e-12       0.000000000000e+00       4.947070007521e-14       3.810963563760e-15      -5.408668768285e-16 
  602       2.474917474869e-10       2.930143466186e-12       2.129310804017e-12       0.000000000000e+00       4.918987138318e-14       3.845534820491e-15      -5.460067714288e-16 
  603       2.465751439440e-10       2.966399552634e-12       2.032139357223e-12       0.000000000000e+00       4.891108274484e-14       3.880022992194e-15      -5.510422168780e-16 
  604       2.456681280691e-10       3.002502892924e-12       1.931145182458e-12       0.000000000000e+00       4.863430695107e-14       3.914408617190e-15      -5.559729301371e-16 
  605       2.447714330980e-10       3.038435280472e-12       1.826345668842e-12       0.000000000000e+00       4.835951606274e-14       3.948671995911e-15      -5.607986365007e-16 
  606       2.438858003947e-10       3.074178296140e-12       1.717758767775e-12       0.000000000000e+00       4.808668140697e-14       3.982793189946e-15      -5.655190696486e-16 
  607       2.430119794820e-10       3.109713307403e-12       1.605402995685e-12       0.000000000000e+00       4.781577357357e-14       4.016752021094e-15      -5.701339716977e-16 
  608       2.421507280720e-10       3.145021467522e-12       1.489297436769e-12       0.000000000000e+00       4.754676241129e-14       4.050528070419e-15      -5.746430932547e-16 
  609       2.413028120976e-10       3.180083714711e-12       1.369461745742e-12       0.000000000000e+00       4.727961702420e-14       4.084100677291e-15      -5.790461934675e-16 
  610       2.404690057428e-10       3.214880771310e-12       1.245916150579e-12       0.000000000000e+00       4.701430576805e-14       4.117448938449e-15      -5.833430400780e-16 
  611       2.396500047772e-10       3.249394786454e-12       1.118688014863e-12       0.000000000000e+00       4.675080103895e-14       4.150554996270e-15      -5.875335181987e-16 
  612       2.388461642265e-10       3.283614308782e-12       9.878316910959e-13       0.000000000000e+00       4.648909377246e-14       4.183413991652e-15      -5.916179593884e-16 
  613       2.380577545074e-10       3.317529430662e-12       8.534091461999e-13       0.000000000000e+00       4.622917928300e-14       4.216024346576e-15      -5.955968205263e-16 
